apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_heavy,a_hyd,a_nC,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,b_ar,b_double,b_heavy,b_max1len,chi0,chi0_C,chi1,chi1v,chi1v_C,chi1_C,diameter,GCUT_PEOE_2,GCUT_SMR_1,GCUT_SMR_2,h_ema,h_logS,h_log_pbo,h_mr,h_pstates,Kier1,Kier2,lip_acc,lip_violation,logP(o/w),logS,mr,opr_brigid,opr_nring,opr_violation,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+1,PEOE_VSA+3,PEOE_VSA-0,PEOE_VSA-3,PEOE_VSA-5,PEOE_VSA_FNEG,PEOE_VSA_FPOS,PEOE_VSA_NEG,petitjean,petitjeanSC,rings,rsynth,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,SMR,SMR_VSA0,SMR_VSA5,SMR_VSA6,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_vol,vsa_acc,vsa_other,Weight,weinerPath,weinerPol,zagreb,logPapp
120.86158,2,4,7,6,52,33,39,6,7,1.7685483,-2.7269962,-0.51536518,0.49301279,-0.48645151,0.45924678,2.7280087,-2.4710639,-0.33788794,0.61580157,6,6,55,3,38.438065,27.714449,24.491886,19.025116,13.045307,14.179578,18,0.050025791,-0.21605732,0.15851116,12.496084,-7.7814198,9.3329163,20.188477,1.0206616,44.711407,20.429419,13,2,4.1110001,-7.6012802,19.928228,32,3,3,3.5314114,-3.5314114,0.07708399,0.088269666,15.808495,40.197308,33.825527,13.566921,81.401527,0.19573347,0.80426651,140.15913,0.44444445,0.80000001,4,0,44.049957,167.06511,36.879158,16.417963,70.572739,19.662319,143.17329,221.51997,68.431854,0.24540348,6.7813597,3.7401924,11.196194,832.76569,81.401527,77.697189,724.94397,9397,89,268,-5.95
128.38234,3,5,7,6,54,35,41,6,7,2.1648073,-2.7322106,-0.4615207,0.41856411,-0.44446942,0.38037053,2.7221699,-2.475605,-0.29537719,0.5404101,6,6,56,3,40.6012,29.877586,25.223938,19.719049,13.608256,14.742526,18,0.040837944,-0.21319209,0.12841988,12.500566,-8.5978794,9.3329468,21.267082,1.0206616,48.369259,22.3925,13,2,5.3340001,-8.6083202,21.020418,28,2,3,3.5294061,-3.5294061,0.077127792,0.088319816,15.808495,40.197308,33.825527,13.566921,81.401527,0.18087657,0.81912345,140.15913,0.3888889,0.63636363,3,0,44.049957,167.06511,18.439579,20.82876,70.572739,20.790119,143.17329,202.65158,49.992279,0.23494832,6.8073549,3.7641683,11.308724,877.815,81.401527,77.697189,755.01398,10372,92,272,-5.83
131.47592,3,5,7,6,55,36,42,6,7,2.2089617,-2.7374866,-0.4562887,0.41321313,-0.43233445,0.37385523,2.720896,-2.4800308,-0.29110774,0.53471178,6,6,57,3,41.471443,30.877586,25.651457,20.109394,13.608256,14.742526,18,0.039097201,-0.20625593,0.12701815,12.523401,-8.9969559,9.3331633,21.721497,1.0206177,49.362881,22.558893,13,2,5.5310001,-8.5023298,21.474892,28,2,3,3.6126323,-3.6126323,0.075348169,0.086282447,15.808495,40.197308,33.825527,13.566921,81.401527,0.16744576,0.83255422,134.47655,0.3888889,0.63636363,3,0,47.174271,167.06511,18.439579,20.82876,70.572739,21.25285,143.17329,202.65158,49.992279,0.23157986,6.83289,3.756861,11.36366,898.89178,81.401527,77.697189,769.04095,10735,96,278,-5.82
128.38234,3,5,7,6,54,35,41,6,7,2.1648073,-2.7322106,-0.4615207,0.41856411,-0.44446942,0.38037053,2.7221699,-2.475605,-0.29537719,0.5404101,6,6,56,3,40.6012,29.877586,25.223938,19.719049,13.608256,14.742526,18,0.040837944,-0.21319209,0.12841988,12.500566,-8.5978794,9.3329468,21.267082,1.0206616,48.369259,22.3925,13,2,5.3340001,-8.6083202,21.020418,28,2,3,3.5294061,-3.5294061,0.077127792,0.088319816,15.808495,40.197308,33.825527,13.566921,81.401527,0.18087657,0.81912345,140.15913,0.3888889,0.63636363,3,0,44.049957,167.06511,18.439579,20.82876,70.572739,20.790119,143.17329,202.65158,49.992279,0.23494832,6.8073549,3.7641683,11.308724,877.815,81.401527,77.697189,755.01398,10372,92,272,-6.54
123.58637,4,6,6,9,53,34,40,7,6,1.6986922,-2.7114723,-0.49718869,0.45510095,-0.44016227,0.52115297,2.7145095,-2.4586308,-0.33118856,0.62448668,10,6,56,3,38.982033,28.162043,25.013855,19.407743,14.191589,15.57586,18,0.046548493,-0.21900006,0.14818507,11.561097,-8.2117949,10.69818,20.80818,1,45.698978,21.671528,13,3,5.2529998,-9.73106,20.561451,32,3,4,3.3159871,-3.3159871,0.082816057,0.093986869,29.207598,40.197308,0,0,81.401527,0.16426767,0.83573234,115.49698,0.3888889,0.63636363,4,0.1509434,34.677017,183.85065,18.439579,20.399931,92.933022,20.42112,143.17329,220.29475,49.992279,0.24170427,6.8073549,3.8380089,11.245952,848.96753,81.401527,77.697189,735.97101,10325,84,270,-5.48
119.1592,3,5,6,9,52,33,39,7,6,1.4688106,-2.7066576,-0.52458686,0.50615609,-0.45862833,0.55117834,2.7272365,-2.4543281,-0.34646839,0.62632072,10,6,56,3,37.68914,26.998907,24.709326,19.104153,13.628641,15.012911,18,0.052769635,-0.22233817,0.1604728,11.57921,-7.7937336,10.698365,20.18399,1,43.128826,19.921875,13,2,4.2270002,-8.6180296,19.922482,36,4,3,3.4010725,-3.4010725,0.080744229,0.091652416,29.207598,40.197308,0,0,81.401527,0.16329224,0.83670777,109.81441,0.44444445,0.80000001,5,0.15384616,37.801331,183.85065,36.879158,15.989136,92.933022,19.75605,143.17329,239.16316,68.431854,0.24876592,6.8073549,3.8186152,11.187761,824.995,81.401527,77.697189,719.92798,9729,85,272,-6.72
123.58637,4,6,6,9,53,34,40,7,6,1.7213608,-2.7199171,-0.47580582,0.44094226,-0.42701882,0.50965887,2.7144163,-2.4675124,-0.31839165,0.60425609,10,6,56,3,38.982033,28.162043,25.178381,19.572268,14.356114,15.740384,18,0.040244151,-0.21266146,0.1387351,11.561163,-7.9267116,10.69818,20.80818,1,45.698978,21.671528,13,3,5.2529998,-8.7907104,20.59166,32,3,4,3.3159902,-3.3159902,0.082815975,0.093986779,29.207598,40.197308,0,0,81.401527,0.16426767,0.83573234,115.49698,0.3888889,0.63636363,4,0.1509434,34.677017,183.85065,18.439579,20.399931,92.933022,20.42112,143.17329,220.29475,49.992279,0.24170427,6.8073549,3.8189566,11.246307,848.96753,81.401527,77.697189,735.97101,10181,90,270,-6.39
127.86082,3,5,8,21,59,38,44,8,7,1.314695,-2.6708901,-0.56993294,0.62351364,-0.53807992,0.67789757,2.6896958,-2.4186029,-0.42692316,0.7390939,22,6,64,5,41.889965,29.069975,28.498444,20.353306,14.470704,17.77599,20,0.076899432,-0.22340214,0.18626277,14.824323,-8.0831337,16.827934,22.602154,1.0066818,48.456055,24.333937,15,3,2.1630001,-7.5734601,22.406485,44,5,5,3.7218213,-3.7218213,0.074379534,0.083735868,60.824585,41.956276,162.50203,0,81.401527,0.42558333,0.5744167,309.30841,0.44999999,0.81818181,6,0.20338982,34.677017,190.31929,36.879158,9.1278973,269.36487,22.12694,143.17329,415.595,68.431854,0.22728641,7,3.9468095,11.557405,924.02271,81.401527,77.697189,806.96497,13808,95,304,-7.1
101.39289,3,5,7,12,47,28,34,6,7,1.5751328,-2.6808207,-0.55312836,0.58070201,-0.53807992,0.67211181,2.711822,-2.4303303,-0.39121345,0.71442968,12,6,50,3,34.086845,22.973963,22.404795,16.014017,11.009379,13.114194,20,0.072236463,-0.22078753,0.18308596,12.411865,-6.0708456,12.397199,17.818501,1.0206776,39.7808,19.565218,13,3,1.574,-6.4046102,17.597973,34,3,4,3.3057845,-3.3057845,0.083715543,0.094276935,31.616989,33.497757,115.07654,13.566921,81.401527,0.39755985,0.60244012,238.45787,0.5,1,4,0.021276595,34.677017,163.08315,36.879158,10.781946,158.78867,17.255329,143.17329,253.13069,68.431854,0.26595098,6.643856,3.8683147,10.876521,732.48047,81.401527,77.697189,648.76099,7863,74,238,-8.3
105.82006,3,5,7,12,48,29,35,6,7,1.8902178,-2.6974244,-0.55938637,0.59338468,-0.53807992,0.64507174,2.699101,-2.4461389,-0.40820563,0.7146216,12,6,50,3,35.379742,24.137098,22.709326,16.317608,11.572328,13.677142,20,0.073184334,-0.22165909,0.18061323,12.393719,-6.4883714,12.397014,18.44269,1.0206778,42.4128,21.507786,13,3,2.5999999,-7.5176401,18.242588,30,2,4,3.2206821,-3.2206821,0.085927613,0.083351374,31.616989,33.497757,115.07654,13.566921,81.401527,0.38727635,0.61272365,244.14044,0.5,1,3,0.020833334,31.552702,163.08315,18.439579,15.192742,158.78867,17.920401,143.17329,234.26228,49.992279,0.25768197,6.643856,3.8756859,10.94424,756.45306,81.401527,77.697189,664.80402,8371,73,236,-7.62
110.67365,2,4,7,12,50,31,37,6,7,1.6674221,-2.6861107,-0.53585601,0.57053804,-0.52081102,0.52001458,2.7135241,-2.4330845,-0.39001438,0.70891851,12,6,53,3,36.697578,25.973963,23.670519,17.178202,11.009379,13.114194,20,0.058869828,-0.21605732,0.17097443,12.481122,-7.2786169,12.397861,19.181746,1.0206326,42.737629,20.0704,13,2,2.165,-6.0866399,18.967388,34,3,3,3.5560873,-3.5560873,0.076643661,0.087654419,31.616989,53.79726,115.07654,13.566921,81.401527,0.32348415,0.67651582,221.41014,0.5,1,4,0.039999999,44.049957,163.08315,36.879158,10.781946,158.78867,18.64352,143.17329,253.13069,68.431854,0.25318992,6.7279205,3.8482141,11.063437,795.71075,81.401527,77.697189,690.84198,8891,85,256,-6.46
110.67365,2,4,7,12,50,31,37,6,7,1.6751992,-2.7034693,-0.53523934,0.57824659,-0.51071674,0.52816862,2.7192698,-2.4478536,-0.38975132,0.71134168,12,6,53,3,36.697578,25.973963,23.687357,17.185051,11.009379,13.114194,20,0.058726236,-0.21605732,0.16588113,12.480455,-7.2703829,12.397855,19.181746,1.0206332,42.737629,20.0704,13,2,2.165,-6.0866399,18.971075,34,3,3,3.5553546,-3.5553546,0.077148043,0.087688595,31.616989,33.497757,115.07654,13.566921,81.401527,0.32348415,0.67651582,221.41014,0.5,1,4,0.02,44.049957,163.08315,36.879158,10.781946,158.78867,18.64352,143.17329,253.13069,68.431854,0.25318992,6.7279205,3.8515487,11.061907,795.71075,81.401527,77.697189,690.84198,8860,86,256,-6.81
110.67365,2,4,7,12,50,31,37,6,7,1.6674532,-2.6996627,-0.53386986,0.54989934,-0.51304233,0.48559135,2.7177858,-2.4454134,-0.38755578,0.70298451,12,6,53,3,36.697578,25.973963,23.670519,17.178202,11.009379,13.114194,20,0.058957618,-0.21605732,0.16748607,12.480547,-7.27597,12.397855,19.181746,1.0206611,42.737629,20.0704,13,2,2.165,-6.0866399,18.967388,34,3,3,3.5557616,-3.5557616,0.077244937,0.087665185,31.616989,53.79726,115.07654,13.566921,81.401527,0.32348415,0.67651582,221.41014,0.5,1,4,0.039999999,44.049957,163.08315,36.879158,10.781946,158.78867,18.64352,143.17329,253.13069,68.431854,0.25318992,6.7279205,3.8447411,11.064069,795.71075,81.401527,77.697189,690.84198,8891,85,256,-7.15
118.1944,2,4,7,12,52,33,39,6,7,2.0513721,-2.7231448,-0.52161741,0.52187091,-0.46031672,0.47287655,2.711031,-2.4671347,-0.36385629,0.66006881,12,6,54,3,38.860714,28.137098,24.402571,17.872135,11.572328,13.677142,20,0.057705436,-0.21416666,0.15986992,12.48506,-8.0926533,12.397886,20.260351,1.0206599,46.382717,22.0741,13,2,3.388,-7.0936799,20.065578,30,2,3,3.5537565,-3.5537565,0.077288523,0.087150626,31.616989,53.79726,115.07654,13.566921,81.401527,0.29788604,0.70211393,221.41014,0.5,1,3,0.03846154,44.049957,163.08315,18.439579,15.192742,158.78867,19.77132,143.17329,234.26228,49.992279,0.24202083,6.7548876,3.8400223,11.186072,840.76007,81.401527,77.697189,720.91199,9775,88,260,-6.03
107.58006,3,5,7,12,49,30,36,6,7,1.6332526,-2.6817038,-0.54574722,0.56032103,-0.53807992,0.51147407,2.711853,-2.430629,-0.38945487,0.70615369,12,6,52,3,35.827335,24.973963,23.242998,16.787857,11.009379,13.114194,20,0.061957203,-0.21605732,0.17828852,12.457888,-6.8771453,12.397637,18.727329,1.0206612,41.75148,19.897167,13,2,1.9680001,-6.1926298,18.510111,34,3,3,3.4726803,-3.4726803,0.079093173,0.089746021,31.616989,53.79726,115.07654,13.566921,81.401527,0.34605265,0.65394735,227.09271,0.5,1,4,0.040816326,40.925644,163.08315,36.879158,10.781946,158.78867,18.18079,143.17329,253.13069,68.431854,0.25729144,6.7004399,3.8506594,11.003574,774.63397,81.401527,77.697189,676.815,8555,81,250,-7.47
116.86082,3,5,7,12,52,33,39,6,7,1.6855333,-2.7016711,-0.5405674,0.55630398,-0.51417506,0.51095474,2.7120428,-2.4469278,-0.38915694,0.7008304,12,6,55,3,38.11179,27.258419,24.636847,18.181704,12.403226,14.50804,20,0.06051895,-0.21605732,0.16949302,12.456367,-7.798697,12.397633,20.090487,1.0206618,44.711407,21.504469,13,2,3.382,-7.42484,19.89221,34,3,3,3.472681,-3.472681,0.079093158,0.089745998,31.616989,53.79726,115.07654,13.566921,81.401527,0.32272938,0.67727059,227.09271,0.5,1,4,0.03846154,40.925644,163.08315,36.879158,15.192742,158.78867,19.558889,143.17329,271.99908,68.431854,0.24540348,6.7813597,3.8586519,11.184048,830.21643,81.401527,77.697189,718.896,9857,85,264,-7
129.23517,4,6,7,12,56,37,43,6,7,1.7730147,-2.7234766,-0.52219504,0.55583495,-0.49114877,0.51089907,2.7133369,-2.4674942,-0.38902336,0.69823867,12,6,59,3,41.266491,30.41312,26.458214,20.029993,14.309545,16.404322,20,0.058827173,-0.21605732,0.1604785,12.469925,-8.9596786,12.397657,21.908031,1.0206617,48.664177,23.280592,13,2,5.2579999,-8.9842596,21.717131,34,3,3,3.4747162,-3.4747162,0.079016812,0.089693435,31.616989,40.197308,115.07654,13.566921,81.401527,0.29611894,0.70388103,227.09271,0.44999999,0.81818181,4,0,40.925644,167.06511,18.439579,19.603539,158.78867,21.39649,143.17329,290.86749,49.992279,0.23130681,6.8826432,3.8430953,11.409931,904.32629,81.401527,77.697189,775.00397,11626,93,284,-6.39
128.38562,4,6,6,21,58,39,45,7,6,1.3256936,-2.6923032,-0.5347532,0.58835423,-0.51717448,0.67152441,2.7123687,-2.4404593,-0.39743021,0.72058225,22,6,63,3,41.345997,30.526005,27.854284,20.327156,15.111003,18.416288,17,0.061183397,-0.21605732,0.16880937,11.545495,-9.3017673,16.828035,22.544523,1,47.478458,23.082645,13,3,5.053,-9.4422903,22.386562,44,5,5,3.3727686,-3.3727686,0.081421822,0.092404567,60.824585,40.197308,162.50203,0,81.401527,0.3820006,0.61799943,277.99899,0.41176471,0.69999999,6,0.13793103,34.677017,183.85065,18.439579,17.94949,269.36487,22.09762,143.17329,377.85818,49.992279,0.23050116,6.9772801,3.868335,11.513602,925.61615,81.401527,77.697189,789.97797,13011,94,302,-6.43
106.24648,3,5,7,12,49,30,36,6,7,1.4342732,-2.6775165,-0.5791406,0.57928383,-0.53807992,0.62258309,2.7117097,-2.4278061,-0.40546933,0.72267193,12,6,53,3,35.078411,24.095284,23.494112,17.104275,11.840277,13.945091,18,0.072320372,-0.22847043,0.18167551,12.428604,-6.5759444,12.39738,18.557465,1.0206683,40.190815,19.363039,13,2,1.962,-6.5237899,18.338238,38,4,3,3.3908887,-3.3908887,0.081611291,0.091910779,31.616989,33.497757,115.07654,13.566921,81.401527,0.37749639,0.62250358,232.7753,0.5,1,5,0.020408163,37.801331,163.08315,55.318733,10.781946,158.78867,17.968361,143.17329,290.86749,86.871437,0.26099879,6.7279205,3.7728734,11.01543,764.09033,81.401527,77.697189,674.79901,8418,79,254,-7.89
103.63365,3,5,7,6,46,27,33,6,7,1.9585382,-2.7038627,-0.51618874,0.46974793,-0.51053888,0.41548741,2.6942689,-2.4521418,-0.33835414,0.60635304,6,6,48,3,34.128662,23.015779,21.708525,16.278255,11.273616,12.417923,18,0.069058873,-0.22376485,0.15590008,12.419037,-5.7078671,9.3322697,17.631907,1.0206653,40.429688,19.40744,13,3,2.425,-6.22475,17.377476,28,2,4,3.2773983,-3.2773983,0.084437564,0.09509065,15.808495,33.497757,33.825527,13.566921,81.401527,0.25721222,0.74278778,157.20685,0.5,1,3,0.021739131,34.677017,163.08315,36.879158,16.417963,70.572739,17.102631,143.17329,164.91476,68.431854,0.26638746,6.5849624,3.7355042,10.829488,721.94739,81.401527,77.697189,642.79797,7151,75,230,-8.52
106.62206,3,5,8,12,49,29,35,6,8,1.955323,-2.6828885,-0.56543112,0.60029596,-0.53807992,0.62281024,2.6911931,-2.431792,-0.40080184,0.71273488,12,6,51,3,36.249985,24.007343,23.136847,16.425978,11.422498,13.527312,17,0.076145865,-0.22469662,0.18679208,13.612382,-5.8993769,12.39691,18.622774,1.0206783,43.404846,21.639183,14,3,1.585,-6.4864302,18.381586,30,2,4,3.4383497,-3.4383497,0.080511905,0.078074716,31.616989,35.256725,115.07654,13.566921,81.401527,0.40480521,0.59519476,257.70737,0.47058824,0.8888889,3,0.10204082,31.552702,169.55179,18.439579,15.192742,158.78867,18.05938,143.17329,215.39388,49.992279,0.25355992,6.6724253,3.8004601,11.016082,763.53357,81.401527,77.697189,680.80298,8596,77,242,-7.43
99.632889,3,5,7,12,46,27,33,6,7,1.8939289,-2.6836598,-0.56022507,0.58965826,-0.53807992,0.63221025,2.6853828,-2.4348552,-0.40441683,0.71157181,12,6,48,3,33.802391,22.55975,21.870319,15.441693,10.631534,12.746386,17,0.074774936,-0.2270685,0.18120155,12.378518,-5.7160411,12.39698,17.533915,1.0206814,40.429688,20.620119,13,3,1.696,-6.0483098,17.340509,30,2,4,3.2179329,-3.2179329,0.086001031,0.083422288,31.616989,26.798204,115.07654,13.566921,81.401527,0.40772521,0.59227479,244.14044,0.47058824,0.8888889,3,0.043478262,31.552702,159.10117,36.879158,15.192742,158.78867,16.999201,143.17329,215.39388,68.431854,0.26638746,6.5849624,3.7494555,10.832287,719.39813,81.401527,77.697189,636.75,7379,72,226,-8.05
