apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_heavy,a_hyd,a_nC,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,b_ar,b_double,b_heavy,b_max1len,chi0,chi0_C,chi1,chi1v,chi1v_C,chi1_C,diameter,GCUT_PEOE_2,GCUT_SMR_1,GCUT_SMR_2,h_ema,h_logS,h_log_pbo,h_mr,h_pstates,Kier1,Kier2,lip_acc,lip_violation,logP(o/w),logS,mr,opr_brigid,opr_nring,opr_violation,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+1,PEOE_VSA+3,PEOE_VSA-0,PEOE_VSA-3,PEOE_VSA-5,PEOE_VSA_FNEG,PEOE_VSA_FPOS,PEOE_VSA_NEG,petitjean,petitjeanSC,rings,rsynth,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,SMR,SMR_VSA0,SMR_VSA5,SMR_VSA6,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_vol,vsa_acc,vsa_other,Weight,weinerPath,weinerPol,zagreb,logPapp
110.79241,2,4,7,5,48,28,34,8,6,1.929177,-2.705682,-0.44056395,0.39377072,-0.43302742,0.35708964,2.719734,-2.4502654,-0.26166645,0.51581079,5,6,50,4,35.542877,24.534805,22.763365,17.476852,10.571968,11.153832,18,-0.003961385,-0.19717449,0.11799734,13.704247,-6.6049995,8.4801397,18.625471,1.0102092,42.4128,20.888889,14,2,1.073,-5.0376701,18.372168,27,2,3,3.7316344,-3.7316344,0.073601477,0.083530895,20.299505,101.29668,0,9.4210396,81.401527,0.1471373,0.85286272,102.18771,0.44444445,0.80000001,3,0.27083334,62.489536,159.10117,92.197891,7.5963712,34.428715,18.04524,143.17329,185.37596,123.7506,0.25768197,6.643856,3.8434241,10.945172,767.58496,90.822563,77.697189,672.87201,8225,77,238,-7.33
111.1612,2,4,7,0,48,27,34,7,7,1.9371339,-2.7067475,-0.43554676,0.391397,-0.42368019,0.3490282,2.7197347,-2.450707,-0.27639693,0.50681865,0,7,50,4,35.542877,24.241911,22.780203,17.796078,10.994618,11.337336,17,0.043218922,-0.20778206,0.11527567,13.631276,-6.1152797,7.0944843,18.457417,1,42.4128,20.888889,14,2,0.72399998,-5.1773601,18.216379,27,2,3,3.9079895,-3.9079895,0.070280075,0.081811607,15.808495,67.397217,0,0,94.968445,0.15381648,0.84618354,106.3336,0.41176471,0.69999999,3,0.0625,52.433056,182.96339,129.07704,4.4107962,0,17.907339,167.03551,169.81564,165.88853,0.25768197,6.643856,3.8246651,10.947344,763.07477,94.968445,90.646713,675.87201,8183,78,238,-8.28
115.20599,3,5,6,6,49,31,37,6,6,2.043581,-2.7065792,-0.49023849,0.47794914,-0.42217913,0.43424925,2.7198358,-2.4512095,-0.33262104,0.60413402,6,6,51,4,36.249985,26.526369,23.263365,18.040421,12.299149,13.547679,16,0.05351983,-0.20536683,0.14415018,11.608348,-7.786346,9.1456413,19.244293,1,43.404846,21.639183,12,2,3.9820001,-7.67659,19.117886,28,2,3,3.3171775,-3.3171775,0.082797438,0.093967468,0,67.397217,79.042473,0,81.401527,0.24354985,0.75645018,171.80914,0.375,0.60000002,3,0.22448979,44.049957,159.10117,73.758316,12.007167,88.215919,18.790739,143.17329,238.73434,105.31101,0.25355992,6.6724253,3.7050169,11.025074,796.62463,81.401527,77.697189,682.90698,8231,80,242,-4.99
112.91441,2,4,7,6,49,30,36,6,7,2.0282764,-2.7045176,-0.46601221,0.44568583,-0.42448357,0.39969122,2.7197206,-2.4497488,-0.31025261,0.56453389,6,6,51,4,36.086845,25.656126,23.407524,17.674397,11.2362,12.484731,18,0.054603264,-0.20780541,0.1317395,12.962087,-6.9711318,9.1455956,18.969999,1,43.404846,22.270952,13,2,2.233,-6.32128,18.878542,28,2,3,3.6908629,-3.6908629,0.074417226,0.094570249,15.808495,125.11412,81.251015,0,81.401527,0.25051561,0.74948442,176.52144,0.44444445,0.80000001,3,0.1632653,44.049957,170.10106,113.12415,7.5963712,88.215919,18.499041,154.17319,220.29475,144.67685,0.25355992,6.6724253,3.7345662,11.022279,788.75854,83.905281,77.697189,684.87897,8301,80,240,-5.4
119.20675,3,5,6,0,49,31,37,6,6,2.0433056,-2.8163006,-0.4331913,0.40166652,-0.41745895,0.35705987,2.8739626,-2.5606542,-0.28075403,0.5137912,0,6,51,4,36.249985,26.526369,23.263365,19.000929,13.259657,13.547679,16,0.047526918,-0.20494249,0.11532781,11.616958,-7.6020551,6.0808134,19.34227,1,43.404846,21.639183,12,2,4.3390002,-8.0830603,19.183189,28,2,3,3.316035,-3.316035,0.082825959,0.09399984,0,67.397217,0,0,81.401527,0.13150238,0.86849761,92.766678,0.375,0.60000002,3,0.22448979,44.049957,159.10117,92.197891,13.232388,0,18.899839,143.17329,226.42087,123.7506,0.25355992,6.6724253,3.7050169,11.025074,796.62463,81.401527,77.697189,688.95496,8231,80,242,-5.17
116.91517,2,4,7,0,49,30,36,6,7,2.0433056,-2.7666643,-0.43171471,0.39110646,-0.41536415,0.34901288,2.7371218,-2.5173473,-0.27555475,0.50578594,0,6,51,4,36.249985,25.819262,23.263365,18.578279,12.259657,12.547679,16,0.042953704,-0.20357715,0.1139321,13.03155,-6.7147303,6.0807867,19.067976,1,43.404846,21.639183,13,2,2.931,-6.6800399,18.906881,28,2,3,3.6698081,-3.6698081,0.074841455,0.096401565,0,67.397217,0,0,81.401527,0.13520584,0.86479414,95.270432,0.375,0.60000002,3,0.06122449,44.049957,170.10106,134.05042,13.232388,0,18.59664,154.17319,169.81564,165.6031,0.25355992,6.6724253,3.7050169,11.025074,788.75854,83.905281,77.697189,690.927,8231,80,242,-5.75
118.29958,3,5,6,6,50,32,38,6,6,2.033488,-2.7087693,-0.49170703,0.47842541,-0.43381748,0.43424964,2.7198536,-2.4520121,-0.33312237,0.60508025,6,6,52,5,36.793953,27.070339,23.907524,18.68458,12.943307,14.191837,18,0.056055915,-0.21053623,0.14469591,11.609584,-7.9812908,9.145751,19.698694,1,44.39719,23.040001,12,2,4.1539998,-7.73806,19.619228,28,2,3,3.3444257,-3.3444257,0.082125843,0.093201883,15.808495,67.397217,81.251015,0,81.401527,0.24127376,0.75872624,174.01768,0.44444445,0.80000001,3,0.18000001,44.049957,159.10117,92.197891,7.5963712,88.215919,19.263941,143.17329,276.89996,123.7506,0.24958064,6.7004399,3.7599576,11.08107,815.1521,81.401527,77.697189,696.93396,8797,81,244,-5.1
118.29958,2,4,6,6,50,32,38,6,6,2.0231929,-2.7089236,-0.48924971,0.47783411,-0.42007217,0.4342041,2.7198086,-2.4526539,-0.33252677,0.60394073,6,6,52,4,36.957088,27.233475,23.763365,18.540421,12.799149,14.047679,17,0.053379402,-0.20527837,0.14393824,11.614806,-7.9687157,9.1457357,19.698692,1,44.39719,22.395555,12,2,4.0700002,-7.73806,19.585453,28,2,3,3.3450022,-3.3450022,0.082108699,0.093185812,15.808495,67.397217,81.251015,0,81.401527,0.24127376,0.75872624,174.01768,0.41176471,0.69999999,3,0.23999999,44.049957,159.10117,92.197891,12.007167,88.215919,19.256941,143.17329,239.16316,123.7506,0.24958064,6.7004399,3.7691844,11.079174,815.1521,81.401527,77.697189,696.93396,8831,81,246,-6.14
121.39317,3,5,6,6,51,33,39,6,6,2.0002248,-2.7111714,-0.48917922,0.47782496,-0.41978899,0.43420297,2.7198267,-2.4541352,-0.33252135,0.60392869,6,6,53,4,37.664196,27.940582,24.263365,19.040421,13.299149,14.547679,18,0.053364474,-0.20524433,0.1439113,11.616731,-8.2770576,9.1457634,20.153082,1,45.38982,23.157793,12,2,4.5120001,-7.9398298,20.052769,28,2,3,3.3473432,-3.3473432,0.082051277,0.093120649,0,67.397217,81.251015,0,81.401527,0.23609887,0.76390111,174.01768,0.44444445,0.80000001,3,0.25490198,44.049957,159.10117,92.197891,12.007167,88.215919,19.718639,143.17329,258.03159,123.7506,0.24573661,6.7279205,3.8410296,11.130494,833.67957,81.401527,77.697189,710.961,9481,82,250,-5.11
119.10158,2,4,7,6,51,32,38,6,7,2.0002248,-2.7081525,-0.47491029,0.45218277,-0.4497754,0.48320499,2.7198017,-2.4525731,-0.30976897,0.60853237,6,6,53,4,37.664196,27.233475,24.263365,18.679667,12.445596,13.639431,18,0.053253345,-0.20781112,0.13365346,12.529552,-7.8354783,9.3325872,19.903877,1,45.38982,23.157793,13,2,3.766,-7.7534099,19.77252,28,2,3,3.6417291,-3.6417291,0.07541851,0.090155423,8.458519,89.455688,0,0,81.401527,0.12939966,0.87060034,95.270432,0.44444445,0.80000001,3,0.25490198,44.049957,159.10117,113.12415,8.8215923,88.215919,19.436041,143.17329,220.29475,144.67685,0.24573661,6.7279205,3.8410296,11.130494,825.81348,83.905281,77.697189,712.93298,9481,82,250,-5.19
120.07317,2,4,7,5,51,31,37,8,6,2.001452,-2.7109439,-0.43354681,0.39376897,-0.41880977,0.35706037,2.7198265,-2.454092,-0.26164365,0.5139215,5,6,53,4,37.827335,26.819262,24.157213,18.870699,11.965816,12.547679,18,-0.003965737,-0.19534981,0.1154241,13.702719,-7.5267754,8.480135,19.988628,1.010209,45.38982,22.527679,14,2,2.487,-6.2698798,19.751791,27,2,3,3.7316353,-3.7316353,0.073601454,0.083530873,20.299505,101.29668,0,9.4210396,81.401527,0.13773204,0.86226797,102.18771,0.44444445,0.80000001,3,0.25490198,62.489536,159.10117,92.197891,12.007167,34.428715,19.42334,143.17329,204.24437,123.7506,0.24573661,6.7279205,3.8411622,11.130307,823.16736,90.822563,77.697189,714.953,9480,81,252,-6
119.1524,3,5,6,12,52,34,40,6,6,1.7162606,-2.7034717,-0.52425146,0.57361996,-0.46542558,0.54444826,2.719738,-2.4490027,-0.38845468,0.70872056,12,6,55,4,37.785519,28.061903,24.925161,18.741709,13.000437,15.209476,18,0.059385084,-0.21437036,0.16093144,11.600335,-8.5472212,12.210569,20.339659,1,44.711407,22.666666,12,2,4.1030002,-7.9465399,20.267857,34,3,3,3.3455689,-3.3455689,0.082097776,0.093170032,15.808495,67.397217,160.29349,0,81.401527,0.34872964,0.65127033,253.06017,0.44444445,0.80000001,4,0.21153846,44.049957,159.10117,73.758316,10.781946,176.43184,19.85984,143.17329,326.95026,105.31101,0.24540348,6.7813597,3.768425,11.197206,844.21265,81.401527,77.697189,716.92401,9656,85,260,-5.16
120.44196,2,4,7,0,51,30,37,7,7,2.0091791,-2.7127433,-0.43189815,0.39112383,-0.41604441,0.34901339,2.7198281,-2.4550359,-0.27560398,0.5058502,0,7,53,4,37.827335,26.526369,24.174049,19.189924,12.388465,12.731183,17,0.043201368,-0.2037091,0.1139809,13.62975,-7.0370908,7.0944791,19.820572,1,45.38982,22.527679,14,2,2.138,-6.4095702,19.595591,27,2,3,3.9079907,-3.9079907,0.070280053,0.081811585,15.808495,67.397217,0,0,94.968445,0.14394163,0.85605836,106.3336,0.41176471,0.69999999,3,0.05882353,52.433056,182.96339,129.07704,8.8215923,0,19.28544,167.03551,188.68405,165.88853,0.24573661,6.7279205,3.8231645,11.132231,818.65717,94.968445,90.646713,717.953,9435,82,252,-7.02
123.15317,3,5,6,6,52,34,40,6,6,1.7160544,-2.8154259,-0.52393317,0.52864093,-0.45446268,0.48391947,2.8738599,-2.5599127,-0.36658025,0.66339922,6,6,55,4,37.785519,28.061903,24.925161,19.702217,13.960945,15.209476,18,0.057103489,-0.21415128,0.16032687,11.608938,-8.3626919,9.1457415,20.437634,1,44.711407,22.666666,12,2,4.46,-8.3530102,20.33889,34,3,3,3.3444264,-3.3444264,0.08212582,0.093201861,15.808495,67.397217,81.251015,0,81.401527,0.23980515,0.76019484,174.01768,0.44444445,0.80000001,4,0.21153846,44.049957,159.10117,92.197891,12.007167,88.215919,19.968941,143.17329,314.63678,123.7506,0.24540348,6.7813597,3.768425,11.197206,844.21265,81.401527,77.697189,722.97198,9656,85,260,-5.54
120.86158,2,4,7,6,52,33,39,6,7,1.7160544,-2.7636728,-0.51743674,0.51109219,-0.4407135,0.46879402,2.7350018,-2.5150912,-0.35596228,0.64556319,6,6,55,4,37.785519,27.354795,24.925161,19.279568,12.960945,14.209476,18,0.056437898,-0.21335669,0.15766153,13.023508,-7.4754043,9.1457148,20.163342,1,44.711407,22.666666,13,2,3.052,-6.9499898,20.062506,34,3,3,3.6981995,-3.6981995,0.074269593,0.095661484,15.808495,67.397217,81.251015,0,81.401527,0.24352552,0.75647449,176.52144,0.44444445,0.80000001,4,0.057692308,44.049957,170.10106,134.05042,12.007167,88.215919,19.665739,154.17319,258.03159,165.6031,0.24540348,6.7813597,3.768425,11.197206,836.34656,83.905281,77.697189,724.94397,9656,85,260,-5.5
122.24599,3,5,6,12,53,35,41,6,6,1.7021662,-2.7047451,-0.52398479,0.57349509,-0.46440691,0.54187942,2.7197239,-2.4496846,-0.38866416,0.70878774,12,6,56,4,38.492622,28.769009,25.425161,19.241709,13.500437,15.709476,18,0.059187733,-0.21430095,0.16087426,11.606788,-8.7293949,12.210664,20.794056,1,45.698978,23.416204,12,2,4.191,-8.0080099,20.735865,34,3,3,3.3733935,-3.3733935,0.081420608,0.092401534,31.616989,67.397217,162.50203,0,81.401527,0.34427318,0.65572685,255.26871,0.44444445,0.80000001,4,0.2264151,44.049957,159.10117,92.197891,10.781946,176.43184,20.32604,143.17329,327.37909,123.7506,0.24170427,6.8073549,3.8168056,11.249819,862.74011,81.401527,77.697189,730.95099,10299,86,264,-5.87
121.28799,2,4,7,10,53,34,40,6,7,1.68402,-2.704515,-0.46999869,0.44573143,-0.42962626,0.47895351,2.7197206,-2.4497473,-0.31033999,0.57978821,11,6,56,4,38.655762,28.225039,25.37385,19.079096,12.640901,14.451056,20,0.055058803,-0.20786957,0.13299415,12.961657,-8.4546909,11.363153,20.575802,1,45.698978,22.811941,13,2,3.4920001,-8.1991596,20.502487,33,3,3,3.6908629,-3.6908629,0.074417226,0.094570249,15.808495,125.11412,117.28508,0,81.401527,0.28697866,0.71302134,212.55551,0.5,1,4,0.1509434,44.049957,170.10106,113.12415,7.5963712,128.64822,20.24964,154.17319,255.58113,144.67685,0.24170427,6.8073549,3.882514,11.239503,854.87402,83.905281,77.697189,734.93896,10415,89,266,-5.17
125.33958,3,5,6,12,54,36,42,6,6,1.6857361,-2.7060082,-0.52397656,0.57345122,-0.46425033,0.54179788,2.7197332,-2.450376,-0.38869345,0.70881057,12,6,57,4,39.19973,29.476116,25.925161,19.741709,14.000437,16.209475,18,0.059166845,-0.21428901,0.16086589,11.608711,-9.0376768,12.210691,21.248446,1,46.686981,24.171362,12,2,4.6329999,-8.2097797,21.203594,34,3,3,3.3757346,-3.3757346,0.081364147,0.092337459,15.808495,67.397217,162.50203,0,81.401527,0.33708635,0.66291368,255.26871,0.44444445,0.80000001,4,0.24074075,44.049957,159.10117,92.197891,10.781946,176.43184,20.787741,143.17329,346.2475,123.7506,0.23812568,6.83289,3.8745673,11.299683,881.26758,81.401527,77.697189,744.97797,10995,87,268,-5.38
123.048,3,5,7,12,54,35,41,6,7,1.6857361,-2.7043266,-0.53702772,0.57061714,-0.50613987,0.53437668,2.7197201,-2.4496469,-0.38813582,0.70717627,12,6,57,4,39.19973,28.769009,25.925161,19.380955,13.146883,15.301227,18,0.060126375,-0.21342379,0.16716713,12.521418,-8.596343,12.397514,20.999241,1,46.686981,24.171362,13,2,3.8870001,-8.0233603,20.923134,34,3,3,3.6701205,-3.6701205,0.074837811,0.089457996,24.267014,89.455688,81.251015,0,81.401527,0.23334733,0.76665264,176.52144,0.44444445,0.80000001,4,0.24074075,44.049957,159.10117,113.12415,7.5963712,176.43184,20.50514,143.17329,308.51068,144.67685,0.23812568,6.83289,3.8745673,11.299683,873.40149,83.905281,77.697189,746.95001,10995,87,268,-5.47
126.67316,3,5,6,10,54,36,42,6,6,1.691052,-2.7087641,-0.49854243,0.47847474,-0.4339796,0.48909637,2.7198539,-2.4520092,-0.33319914,0.61278641,11,6,57,5,39.362869,29.639254,25.87385,20.089279,14.348007,16.158163,20,0.056933396,-0.21064001,0.14703397,11.609159,-9.4648333,11.363309,21.304497,1,46.686981,23.555555,12,2,5.4130001,-9.6159401,21.241611,33,3,3,3.3444257,-3.3444257,0.082125843,0.093201883,15.808495,67.397217,117.28508,0,81.401527,0.27737665,0.72262335,210.05176,0.5,1,4,0.16666667,44.049957,159.10117,92.197891,7.5963712,128.64822,21.01454,143.17329,312.18634,123.7506,0.23812568,6.83289,3.8938711,11.29563,881.26758,81.401527,77.697189,746.99396,10963,90,270,-6.49
124.01958,2,4,7,11,54,34,40,8,6,1.6867079,-2.7058754,-0.47779804,0.44566593,-0.44590104,0.39982995,2.7197332,-2.4503555,-0.31023568,0.66603369,11,6,57,4,39.362869,28.354795,25.819008,19.571987,12.667104,14.209476,18,0.054589752,-0.20781814,0.16085339,13.694691,-8.2873964,11.545063,21.083992,1.0102075,46.686981,23.555555,14,2,2.608,-6.5398302,20.906038,33,3,3,3.7600267,-3.7600267,0.073048353,0.082900144,36.108002,101.29668,81.251015,9.4210396,81.401527,0.24068367,0.75931633,183.43874,0.44444445,0.80000001,4,0.24074075,62.489536,159.10117,92.197891,10.781946,122.64464,20.492439,143.17329,292.4603,123.7506,0.23812568,6.83289,3.8746781,11.299518,870.75537,90.822563,77.697189,748.96997,10994,86,270,-5.7
124.38837,2,4,7,6,54,33,40,7,7,1.6927274,-2.7069778,-0.51744759,0.51118761,-0.4432759,0.46880877,2.7197342,-2.4508104,-0.35600984,0.64565307,6,7,57,4,39.362869,28.061903,25.835846,19.891212,13.089753,14.392979,18,0.05752572,-0.21337855,0.15766121,13.621727,-7.7977452,10.159408,20.915937,1,46.686981,23.555555,14,2,2.2590001,-6.6795201,20.750767,33,3,3,3.9363821,-3.9363821,0.069775693,0.081221513,31.616989,67.397217,81.251015,0,94.968445,0.24716242,0.7528376,187.58461,0.44444445,0.80000001,4,0.055555556,52.433056,182.96339,129.07704,7.5963712,88.215919,20.35454,167.03551,276.89996,165.88853,0.23812568,6.83289,3.8599653,11.301144,866.24524,94.968445,90.646713,751.96997,10946,87,270,-6.6
