logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,rsynth,BCUT_SMR_2,BCUT_SLOGP_3,GCUT_SMR_2,h_logS,h_ema,BCUT_SLOGP_1,h_log_pbo,chi1v_C,BCUT_PEOE_1,balabanJ,chi1v,GCUT_PEOE_2,SMR_VSA5,BCUT_PEOE_2,chi1_C,BCUT_SMR_0,BCUT_PEOE_0,PEOE_VSA+3,vsa_other,BCUT_SMR_1,VDistEq,PEOE_VSA_NEG,PEOE_VSA_FPOS,BCUT_SLOGP_2,PEOE_VSA_FNEG,Kier2,PEOE_RPC+,vsa_acc,PEOE_VSA-0,lip_violation,PEOE_PC-,SMR_VSA0,SlogP_VSA4,PEOE_PC+,Weight,apol,PEOE_VSA-5,weinerPath,SMR,petitjeanSC,SMR_VSA6,petitjean,SlogP_VSA2,b_double,chi1,h_mr,VDistMa,zagreb,chi0_C,weinerPol,a_nO,opr_violation,h_pstates,VAdjEq,opr_brigid,SlogP_VSA3,Kier1,mr,chi0,vdw_vol,diameter,a_hyd,SlogP_VSA7,b_max1len,SlogP_VSA1,a_acc,VAdjMa,a_nC,b_heavy,a_aro,a_heavy,b_ar,a_nN,lip_acc,rings,opr_nring,ast_violation,ast_violation_ext,PEOE_VSA-3,logPapp
1.073,-5.0376701,20.299505,-0.19717449,0.083530895,0.27083334,0.51581079,2.719734,0.11799734,-6.6049995,13.704247,-0.43302742,8.4801397,10.571968,-0.44056395,1.929177,17.476852,-0.003961385,185.37596,0.39377072,11.153832,-2.4502654,-2.705682,101.29668,77.697189,-0.26166645,3.8434241,102.18771,0.85286272,0.35708964,0.1471373,20.888889,0.073601477,90.822563,0.0,2.0,-3.7316344,143.17329,7.5963712,3.7316344,672.87201,110.79241,81.401527,8225.0,18.04524,0.80000001,123.7506,0.44444445,159.10117,6.0,22.763365,18.625471,10.945172,238.0,24.534805,77.0,6.0,3.0,1.0102092,0.25768197,27.0,92.197891,42.4128,18.372168,35.542877,767.58496,18.0,28.0,34.428715,4.0,62.489536,7.0,6.643856,34.0,50.0,5.0,48.0,5.0,8.0,14.0,3.0,2.0,2.0,4.0,9.4210396,-7.33
0.72399998,-5.1773601,15.808495,-0.20778206,0.081811607,0.0625,0.50681865,2.7197347,0.11527567,-6.1152797,13.631276,-0.42368019,7.0944843,10.994618,-0.43554676,1.9371339,17.796078,0.043218922,169.81564,0.391397,11.337336,-2.450707,-2.7067475,67.397217,90.646713,-0.27639693,3.8246651,106.3336,0.84618354,0.3490282,0.15381648,20.888889,0.070280075,94.968445,0.0,2.0,-3.9079895,167.03551,4.4107962,3.9079895,675.87201,111.1612,94.968445,8183.0,17.907339,0.69999999,165.88853,0.41176471,182.96339,7.0,22.780203,18.457417,10.947344,238.0,24.241911,78.0,7.0,3.0,1.0,0.25768197,27.0,129.07704,42.4128,18.216379,35.542877,763.07477,17.0,27.0,0.0,4.0,52.433056,7.0,6.643856,34.0,50.0,0.0,48.0,0.0,7.0,14.0,3.0,2.0,2.0,4.0,0.0,-8.28
3.9820001,-7.67659,0.0,-0.20536683,0.093967468,0.22448979,0.60413402,2.7198358,0.14415018,-7.786346,11.608348,-0.42217913,9.1456413,12.299149,-0.49023849,2.043581,18.040421,0.05351983,238.73434,0.47794914,13.547679,-2.4512095,-2.7065792,67.397217,77.697189,-0.33262104,3.7050169,171.80914,0.75645018,0.43424925,0.24354985,21.639183,0.082797438,81.401527,79.042473,2.0,-3.3171775,143.17329,12.007167,3.3171775,682.90698,115.20599,81.401527,8231.0,18.790739,0.60000002,105.31101,0.375,159.10117,6.0,23.263365,19.244293,11.025074,242.0,26.526369,80.0,6.0,3.0,1.0,0.25355992,28.0,73.758316,43.404846,19.117886,36.249985,796.62463,16.0,31.0,88.215919,4.0,44.049957,6.0,6.6724253,37.0,51.0,6.0,49.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-4.99
2.233,-6.32128,15.808495,-0.20780541,0.094570249,0.1632653,0.56453389,2.7197206,0.1317395,-6.9711318,12.962087,-0.42448357,9.1455956,11.2362,-0.46601221,2.0282764,17.674397,0.054603264,220.29475,0.44568583,12.484731,-2.4497488,-2.7045176,125.11412,77.697189,-0.31025261,3.7345662,176.52144,0.74948442,0.39969122,0.25051561,22.270952,0.074417226,83.905281,81.251015,2.0,-3.6908629,154.17319,7.5963712,3.6908629,684.87897,112.91441,81.401527,8301.0,18.499041,0.80000001,144.67685,0.44444445,170.10106,6.0,23.407524,18.969999,11.022279,240.0,25.656126,80.0,7.0,3.0,1.0,0.25355992,28.0,113.12415,43.404846,18.878542,36.086845,788.75854,18.0,30.0,88.215919,4.0,44.049957,7.0,6.6724253,36.0,51.0,6.0,49.0,6.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-5.4
4.3390002,-8.0830603,0.0,-0.20494249,0.09399984,0.22448979,0.5137912,2.8739626,0.11532781,-7.6020551,11.616958,-0.41745895,6.0808134,13.259657,-0.4331913,2.0433056,19.000929,0.047526918,226.42087,0.40166652,13.547679,-2.5606542,-2.8163006,67.397217,77.697189,-0.28075403,3.7050169,92.766678,0.86849761,0.35705987,0.13150238,21.639183,0.082825959,81.401527,0.0,2.0,-3.316035,143.17329,13.232388,3.316035,688.95496,119.20675,81.401527,8231.0,18.899839,0.60000002,123.7506,0.375,159.10117,6.0,23.263365,19.34227,11.025074,242.0,26.526369,80.0,6.0,3.0,1.0,0.25355992,28.0,92.197891,43.404846,19.183189,36.249985,796.62463,16.0,31.0,0.0,4.0,44.049957,6.0,6.6724253,37.0,51.0,0.0,49.0,0.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-5.17
2.931,-6.6800399,0.0,-0.20357715,0.096401565,0.06122449,0.50578594,2.7371218,0.1139321,-6.7147303,13.03155,-0.41536415,6.0807867,12.259657,-0.43171471,2.0433056,18.578279,0.042953704,169.81564,0.39110646,12.547679,-2.5173473,-2.7666643,67.397217,77.697189,-0.27555475,3.7050169,95.270432,0.86479414,0.34901288,0.13520584,21.639183,0.074841455,83.905281,0.0,2.0,-3.6698081,154.17319,13.232388,3.6698081,690.927,116.91517,81.401527,8231.0,18.59664,0.60000002,165.6031,0.375,170.10106,6.0,23.263365,19.067976,11.025074,242.0,25.819262,80.0,7.0,3.0,1.0,0.25355992,28.0,134.05042,43.404846,18.906881,36.249985,788.75854,16.0,30.0,0.0,4.0,44.049957,7.0,6.6724253,36.0,51.0,0.0,49.0,0.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-5.75
4.1539998,-7.73806,15.808495,-0.21053623,0.093201883,0.18000001,0.60508025,2.7198536,0.14469591,-7.9812908,11.609584,-0.43381748,9.145751,12.943307,-0.49170703,2.033488,18.68458,0.056055915,276.89996,0.47842541,14.191837,-2.4520121,-2.7087693,67.397217,77.697189,-0.33312237,3.7599576,174.01768,0.75872624,0.43424964,0.24127376,23.040001,0.082125843,81.401527,81.251015,2.0,-3.3444257,143.17329,7.5963712,3.3444257,696.93396,118.29958,81.401527,8797.0,19.263941,0.80000001,123.7506,0.44444445,159.10117,6.0,23.907524,19.698694,11.08107,244.0,27.070339,81.0,6.0,3.0,1.0,0.24958064,28.0,92.197891,44.39719,19.619228,36.793953,815.1521,18.0,32.0,88.215919,5.0,44.049957,6.0,6.7004399,38.0,52.0,6.0,50.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-5.1
4.0700002,-7.73806,15.808495,-0.20527837,0.093185812,0.23999999,0.60394073,2.7198086,0.14393824,-7.9687157,11.614806,-0.42007217,9.1457357,12.799149,-0.48924971,2.0231929,18.540421,0.053379402,239.16316,0.47783411,14.047679,-2.4526539,-2.7089236,67.397217,77.697189,-0.33252677,3.7691844,174.01768,0.75872624,0.4342041,0.24127376,22.395555,0.082108699,81.401527,81.251015,2.0,-3.3450022,143.17329,12.007167,3.3450022,696.93396,118.29958,81.401527,8831.0,19.256941,0.69999999,123.7506,0.41176471,159.10117,6.0,23.763365,19.698692,11.079174,246.0,27.233475,81.0,6.0,3.0,1.0,0.24958064,28.0,92.197891,44.39719,19.585453,36.957088,815.1521,17.0,32.0,88.215919,4.0,44.049957,6.0,6.7004399,38.0,52.0,6.0,50.0,6.0,6.0,12.0,3.0,2.0,2.0,4.0,0.0,-6.14
4.5120001,-7.9398298,0.0,-0.20524433,0.093120649,0.25490198,0.60392869,2.7198267,0.1439113,-8.2770576,11.616731,-0.41978899,9.1457634,13.299149,-0.48917922,2.0002248,19.040421,0.053364474,258.03159,0.47782496,14.547679,-2.4541352,-2.7111714,67.397217,77.697189,-0.33252135,3.8410296,174.01768,0.76390111,0.43420297,0.23609887,23.157793,0.082051277,81.401527,81.251015,2.0,-3.3473432,143.17329,12.007167,3.3473432,710.961,121.39317,81.401527,9481.0,19.718639,0.80000001,123.7506,0.44444445,159.10117,6.0,24.263365,20.153082,11.130494,250.0,27.940582,82.0,6.0,3.0,1.0,0.24573661,28.0,92.197891,45.38982,20.052769,37.664196,833.67957,18.0,33.0,88.215919,4.0,44.049957,6.0,6.7279205,39.0,53.0,6.0,51.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-5.11
3.766,-7.7534099,8.458519,-0.20781112,0.090155423,0.25490198,0.60853237,2.7198017,0.13365346,-7.8354783,12.529552,-0.4497754,9.3325872,12.445596,-0.47491029,2.0002248,18.679667,0.053253345,220.29475,0.45218277,13.639431,-2.4525731,-2.7081525,89.455688,77.697189,-0.30976897,3.8410296,95.270432,0.87060034,0.48320499,0.12939966,23.157793,0.07541851,83.905281,0.0,2.0,-3.6417291,143.17329,8.8215923,3.6417291,712.93298,119.10158,81.401527,9481.0,19.436041,0.80000001,144.67685,0.44444445,159.10117,6.0,24.263365,19.903877,11.130494,250.0,27.233475,82.0,7.0,3.0,1.0,0.24573661,28.0,113.12415,45.38982,19.77252,37.664196,825.81348,18.0,32.0,88.215919,4.0,44.049957,7.0,6.7279205,38.0,53.0,6.0,51.0,6.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-5.19
2.487,-6.2698798,20.299505,-0.19534981,0.083530873,0.25490198,0.5139215,2.7198265,0.1154241,-7.5267754,13.702719,-0.41880977,8.480135,11.965816,-0.43354681,2.001452,18.870699,-0.003965737,204.24437,0.39376897,12.547679,-2.454092,-2.7109439,101.29668,77.697189,-0.26164365,3.8411622,102.18771,0.86226797,0.35706037,0.13773204,22.527679,0.073601454,90.822563,0.0,2.0,-3.7316353,143.17329,12.007167,3.7316353,714.953,120.07317,81.401527,9480.0,19.42334,0.80000001,123.7506,0.44444445,159.10117,6.0,24.157213,19.988628,11.130307,252.0,26.819262,81.0,6.0,3.0,1.010209,0.24573661,27.0,92.197891,45.38982,19.751791,37.827335,823.16736,18.0,31.0,34.428715,4.0,62.489536,7.0,6.7279205,37.0,53.0,5.0,51.0,5.0,8.0,14.0,3.0,2.0,2.0,4.0,9.4210396,-6.0
4.1030002,-7.9465399,15.808495,-0.21437036,0.093170032,0.21153846,0.70872056,2.719738,0.16093144,-8.5472212,11.600335,-0.46542558,12.210569,13.000437,-0.52425146,1.7162606,18.741709,0.059385084,326.95026,0.57361996,15.209476,-2.4490027,-2.7034717,67.397217,77.697189,-0.38845468,3.768425,253.06017,0.65127033,0.54444826,0.34872964,22.666666,0.082097776,81.401527,160.29349,2.0,-3.3455689,143.17329,10.781946,3.3455689,716.92401,119.1524,81.401527,9656.0,19.85984,0.80000001,105.31101,0.44444445,159.10117,6.0,24.925161,20.339659,11.197206,260.0,28.061903,85.0,6.0,3.0,1.0,0.24540348,34.0,73.758316,44.711407,20.267857,37.785519,844.21265,18.0,34.0,176.43184,4.0,44.049957,6.0,6.7813597,40.0,55.0,12.0,52.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.16
2.138,-6.4095702,15.808495,-0.2037091,0.081811585,0.05882353,0.5058502,2.7198281,0.1139809,-7.0370908,13.62975,-0.41604441,7.0944791,12.388465,-0.43189815,2.0091791,19.189924,0.043201368,188.68405,0.39112383,12.731183,-2.4550359,-2.7127433,67.397217,90.646713,-0.27560398,3.8231645,106.3336,0.85605836,0.34901339,0.14394163,22.527679,0.070280053,94.968445,0.0,2.0,-3.9079907,167.03551,8.8215923,3.9079907,717.953,120.44196,94.968445,9435.0,19.28544,0.69999999,165.88853,0.41176471,182.96339,7.0,24.174049,19.820572,11.132231,252.0,26.526369,82.0,7.0,3.0,1.0,0.24573661,27.0,129.07704,45.38982,19.595591,37.827335,818.65717,17.0,30.0,0.0,4.0,52.433056,7.0,6.7279205,37.0,53.0,0.0,51.0,0.0,7.0,14.0,3.0,2.0,2.0,4.0,0.0,-7.02
4.46,-8.3530102,15.808495,-0.21415128,0.093201861,0.21153846,0.66339922,2.8738599,0.16032687,-8.3626919,11.608938,-0.45446268,9.1457415,13.960945,-0.52393317,1.7160544,19.702217,0.057103489,314.63678,0.52864093,15.209476,-2.5599127,-2.8154259,67.397217,77.697189,-0.36658025,3.768425,174.01768,0.76019484,0.48391947,0.23980515,22.666666,0.08212582,81.401527,81.251015,2.0,-3.3444264,143.17329,12.007167,3.3444264,722.97198,123.15317,81.401527,9656.0,19.968941,0.80000001,123.7506,0.44444445,159.10117,6.0,24.925161,20.437634,11.197206,260.0,28.061903,85.0,6.0,3.0,1.0,0.24540348,34.0,92.197891,44.711407,20.33889,37.785519,844.21265,18.0,34.0,88.215919,4.0,44.049957,6.0,6.7813597,40.0,55.0,6.0,52.0,6.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.54
3.052,-6.9499898,15.808495,-0.21335669,0.095661484,0.057692308,0.64556319,2.7350018,0.15766153,-7.4754043,13.023508,-0.4407135,9.1457148,12.960945,-0.51743674,1.7160544,19.279568,0.056437898,258.03159,0.51109219,14.209476,-2.5150912,-2.7636728,67.397217,77.697189,-0.35596228,3.768425,176.52144,0.75647449,0.46879402,0.24352552,22.666666,0.074269593,83.905281,81.251015,2.0,-3.6981995,154.17319,12.007167,3.6981995,724.94397,120.86158,81.401527,9656.0,19.665739,0.80000001,165.6031,0.44444445,170.10106,6.0,24.925161,20.163342,11.197206,260.0,27.354795,85.0,7.0,3.0,1.0,0.24540348,34.0,134.05042,44.711407,20.062506,37.785519,836.34656,18.0,33.0,88.215919,4.0,44.049957,7.0,6.7813597,39.0,55.0,6.0,52.0,6.0,6.0,13.0,4.0,3.0,2.0,4.0,0.0,-5.5
4.191,-8.0080099,31.616989,-0.21430095,0.092401534,0.2264151,0.70878774,2.7197239,0.16087426,-8.7293949,11.606788,-0.46440691,12.210664,13.500437,-0.52398479,1.7021662,19.241709,0.059187733,327.37909,0.57349509,15.709476,-2.4496846,-2.7047451,67.397217,77.697189,-0.38866416,3.8168056,255.26871,0.65572685,0.54187942,0.34427318,23.416204,0.081420608,81.401527,162.50203,2.0,-3.3733935,143.17329,10.781946,3.3733935,730.95099,122.24599,81.401527,10299.0,20.32604,0.80000001,123.7506,0.44444445,159.10117,6.0,25.425161,20.794056,11.249819,264.0,28.769009,86.0,6.0,3.0,1.0,0.24170427,34.0,92.197891,45.698978,20.735865,38.492622,862.74011,18.0,35.0,176.43184,4.0,44.049957,6.0,6.8073549,41.0,56.0,12.0,53.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.87
3.4920001,-8.1991596,15.808495,-0.20786957,0.094570249,0.1509434,0.57978821,2.7197206,0.13299415,-8.4546909,12.961657,-0.42962626,11.363153,12.640901,-0.46999869,1.68402,19.079096,0.055058803,255.58113,0.44573143,14.451056,-2.4497473,-2.704515,125.11412,77.697189,-0.31033999,3.882514,212.55551,0.71302134,0.47895351,0.28697866,22.811941,0.074417226,83.905281,117.28508,2.0,-3.6908629,154.17319,7.5963712,3.6908629,734.93896,121.28799,81.401527,10415.0,20.24964,1.0,144.67685,0.5,170.10106,6.0,25.37385,20.575802,11.239503,266.0,28.225039,89.0,7.0,3.0,1.0,0.24170427,33.0,113.12415,45.698978,20.502487,38.655762,854.87402,20.0,34.0,128.64822,4.0,44.049957,7.0,6.8073549,40.0,56.0,10.0,53.0,11.0,6.0,13.0,4.0,3.0,2.0,4.0,0.0,-5.17
4.6329999,-8.2097797,15.808495,-0.21428901,0.092337459,0.24074075,0.70881057,2.7197332,0.16086589,-9.0376768,11.608711,-0.46425033,12.210691,14.000437,-0.52397656,1.6857361,19.741709,0.059166845,346.2475,0.57345122,16.209475,-2.450376,-2.7060082,67.397217,77.697189,-0.38869345,3.8745673,255.26871,0.66291368,0.54179788,0.33708635,24.171362,0.081364147,81.401527,162.50203,2.0,-3.3757346,143.17329,10.781946,3.3757346,744.97797,125.33958,81.401527,10995.0,20.787741,0.80000001,123.7506,0.44444445,159.10117,6.0,25.925161,21.248446,11.299683,268.0,29.476116,87.0,6.0,3.0,1.0,0.23812568,34.0,92.197891,46.686981,21.203594,39.19973,881.26758,18.0,36.0,176.43184,4.0,44.049957,6.0,6.83289,42.0,57.0,12.0,54.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.38
