logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,rsynth,BCUT_SMR_2,BCUT_SLOGP_3,GCUT_SMR_2,h_logS,h_ema,BCUT_SLOGP_1,h_log_pbo,chi1v_C,BCUT_PEOE_1,balabanJ,chi1v,GCUT_PEOE_2,SMR_VSA5,BCUT_PEOE_2,chi1_C,BCUT_SMR_0,BCUT_PEOE_0,PEOE_VSA+3,vsa_other,BCUT_SMR_1,VDistEq,PEOE_VSA_NEG,PEOE_VSA_FPOS,BCUT_SLOGP_2,PEOE_VSA_FNEG,Kier2,PEOE_RPC+,vsa_acc,PEOE_VSA-0,lip_violation,PEOE_PC-,SMR_VSA0,SlogP_VSA4,PEOE_PC+,Weight,apol,PEOE_VSA-5,weinerPath,SMR,petitjeanSC,SMR_VSA6,petitjean,SlogP_VSA2,b_double,chi1,h_mr,VDistMa,zagreb,chi0_C,weinerPol,a_nO,opr_violation,h_pstates,VAdjEq,opr_brigid,SlogP_VSA3,Kier1,mr,chi0,vdw_vol,diameter,a_hyd,SlogP_VSA7,b_max1len,SlogP_VSA1,a_acc,VAdjMa,a_nC,b_heavy,a_aro,a_heavy,b_ar,a_nN,lip_acc,rings,opr_nring,ast_violation,ast_violation_ext,PEOE_VSA-3,logPapp
4.1110001,-7.6012802,15.808495,-0.21605732,0.088269666,0.0,0.61580157,2.7280087,0.15851116,-7.7814198,12.496084,-0.48645151,9.3329163,13.045307,-0.51536518,1.7685483,19.025116,0.050025791,221.51997,0.49301279,14.179578,-2.4710639,-2.7269962,40.197308,77.697189,-0.33788794,3.7401924,140.15913,0.80426651,0.45924678,0.19573347,20.429419,0.07708399,81.401527,33.825527,2.0,-3.5314114,143.17329,16.417963,3.5314114,724.94397,120.86158,81.401527,9397.0,19.662319,0.80000001,68.431854,0.44444445,167.06511,6.0,24.491886,20.188477,11.196194,268.0,27.714449,89.0,7.0,3.0,1.0206616,0.24540348,32.0,36.879158,44.711407,19.928228,38.438065,832.76569,18.0,33.0,70.572739,3.0,44.049957,7.0,6.7813597,39.0,55.0,6.0,52.0,6.0,6.0,13.0,4.0,3.0,2.0,4.0,13.566921,-5.95
5.3340001,-8.6083202,15.808495,-0.21319209,0.088319816,0.0,0.5404101,2.7221699,0.12841988,-8.5978794,12.500566,-0.44446942,9.3329468,13.608256,-0.4615207,2.1648073,19.719049,0.040837944,202.65158,0.41856411,14.742526,-2.475605,-2.7322106,40.197308,77.697189,-0.29537719,3.7641683,140.15913,0.81912345,0.38037053,0.18087657,22.3925,0.077127792,81.401527,33.825527,2.0,-3.5294061,143.17329,20.82876,3.5294061,755.01398,128.38234,81.401527,10372.0,20.790119,0.63636363,49.992279,0.3888889,167.06511,6.0,25.223938,21.267082,11.308724,272.0,29.877586,92.0,7.0,3.0,1.0206616,0.23494832,28.0,18.439579,48.369259,21.020418,40.6012,877.815,18.0,35.0,70.572739,3.0,44.049957,7.0,6.8073549,41.0,56.0,6.0,54.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,13.566921,-5.73
5.5310001,-8.5023298,15.808495,-0.20625593,0.086282447,0.0,0.53471178,2.720896,0.12701815,-8.9969559,12.523401,-0.43233445,9.3331633,13.608256,-0.4562887,2.2089617,20.109394,0.039097201,202.65158,0.41321313,14.742526,-2.4800308,-2.7374866,40.197308,77.697189,-0.29110774,3.756861,134.47655,0.83255422,0.37385523,0.16744576,22.558893,0.075348169,81.401527,33.825527,2.0,-3.6126323,143.17329,20.82876,3.6126323,769.04095,131.47592,81.401527,10735.0,21.25285,0.63636363,49.992279,0.3888889,167.06511,6.0,25.651457,21.721497,11.36366,278.0,30.877586,96.0,7.0,3.0,1.0206177,0.23157986,28.0,18.439579,49.362881,21.474892,41.471443,898.89178,18.0,36.0,70.572739,3.0,47.174271,7.0,6.83289,42.0,57.0,6.0,55.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,13.566921,-5.82
5.2529998,-9.73106,29.207598,-0.21900006,0.093986869,0.1509434,0.62448668,2.7145095,0.14818507,-8.2117949,11.561097,-0.44016227,10.69818,14.191589,-0.49718869,1.6986922,19.407743,0.046548493,220.29475,0.45510095,15.57586,-2.4586308,-2.7114723,40.197308,77.697189,-0.33118856,3.8380089,115.49698,0.83573234,0.52115297,0.16426767,21.671528,0.082816057,81.401527,0.0,3.0,-3.3159871,143.17329,20.399931,3.3159871,735.97101,123.58637,81.401527,10325.0,20.42112,0.63636363,49.992279,0.3888889,183.85065,6.0,25.013855,20.80818,11.245952,270.0,28.162043,84.0,6.0,4.0,1.0,0.24170427,32.0,18.439579,45.698978,20.561451,38.982033,848.96753,18.0,34.0,92.933022,3.0,34.677017,6.0,6.8073549,40.0,56.0,9.0,53.0,10.0,7.0,13.0,4.0,3.0,4.0,6.0,0.0,-5.48
4.2270002,-8.6180296,29.207598,-0.22233817,0.091652416,0.15384616,0.62632072,2.7272365,0.1604728,-7.7937336,11.57921,-0.45862833,10.698365,13.628641,-0.52458686,1.4688106,19.104153,0.052769635,239.16316,0.50615609,15.012911,-2.4543281,-2.7066576,40.197308,77.697189,-0.34646839,3.8186152,109.81441,0.83670777,0.55117834,0.16329224,19.921875,0.080744229,81.401527,0.0,2.0,-3.4010725,143.17329,15.989136,3.4010725,719.92798,119.1592,81.401527,9729.0,19.75605,0.80000001,68.431854,0.44444445,183.85065,6.0,24.709326,20.18399,11.187761,272.0,26.998907,85.0,6.0,3.0,1.0,0.24876592,36.0,36.879158,43.128826,19.922482,37.68914,824.995,18.0,33.0,92.933022,3.0,37.801331,6.0,6.8073549,39.0,56.0,9.0,52.0,10.0,7.0,13.0,5.0,4.0,3.0,5.0,0.0,-6.72
5.2529998,-8.7907104,29.207598,-0.21266146,0.093986779,0.1509434,0.60425609,2.7144163,0.1387351,-7.9267116,11.561163,-0.42701882,10.69818,14.356114,-0.47580582,1.7213608,19.572268,0.040244151,220.29475,0.44094226,15.740384,-2.4675124,-2.7199171,40.197308,77.697189,-0.31839165,3.8189566,115.49698,0.83573234,0.50965887,0.16426767,21.671528,0.082815975,81.401527,0.0,3.0,-3.3159902,143.17329,20.399931,3.3159902,735.97101,123.58637,81.401527,10181.0,20.42112,0.63636363,49.992279,0.3888889,183.85065,6.0,25.178381,20.80818,11.246307,270.0,28.162043,90.0,6.0,4.0,1.0,0.24170427,32.0,18.439579,45.698978,20.59166,38.982033,848.96753,18.0,34.0,92.933022,3.0,34.677017,6.0,6.8073549,40.0,56.0,9.0,53.0,10.0,7.0,13.0,4.0,3.0,4.0,6.0,0.0,-6.39
2.1630001,-7.5734601,60.824585,-0.22340214,0.083735868,0.20338982,0.7390939,2.6896958,0.18626277,-8.0831337,14.824323,-0.53807992,16.827934,14.470704,-0.56993294,1.314695,20.353306,0.076899432,415.595,0.62351364,17.77599,-2.4186029,-2.6708901,41.956276,77.697189,-0.42692316,3.9468095,309.30841,0.5744167,0.67789757,0.42558333,24.333937,0.074379534,81.401527,162.50203,3.0,-3.7218213,143.17329,9.1278973,3.7218213,806.96497,127.86082,81.401527,13808.0,22.12694,0.81818181,68.431854,0.44999999,190.31929,6.0,28.498444,22.602154,11.557405,304.0,29.069975,95.0,7.0,5.0,1.0066818,0.22728641,44.0,36.879158,48.456055,22.406485,41.889965,924.02271,20.0,38.0,269.36487,5.0,34.677017,8.0,7.0,44.0,64.0,21.0,59.0,22.0,8.0,15.0,6.0,5.0,3.0,5.0,0.0,-7.1
1.574,-6.4046102,31.616989,-0.22078753,0.094276935,0.021276595,0.71442968,2.711822,0.18308596,-6.0708456,12.411865,-0.53807992,12.397199,11.009379,-0.55312836,1.5751328,16.014017,0.072236463,253.13069,0.58070201,13.114194,-2.4303303,-2.6808207,33.497757,77.697189,-0.39121345,3.8683147,238.45787,0.60244012,0.67211181,0.39755985,19.565218,0.083715543,81.401527,115.07654,3.0,-3.3057845,143.17329,10.781946,3.3057845,648.76099,101.39289,81.401527,7863.0,17.255329,1.0,68.431854,0.5,163.08315,6.0,22.404795,17.818501,10.876521,238.0,22.973963,74.0,7.0,4.0,1.0206776,0.26595098,34.0,36.879158,39.7808,17.597973,34.086845,732.48047,20.0,28.0,158.78867,3.0,34.677017,7.0,6.643856,34.0,50.0,12.0,47.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,13.566921,-8.3
2.5999999,-7.5176401,31.616989,-0.22165909,0.083351374,0.020833334,0.7146216,2.699101,0.18061323,-6.4883714,12.393719,-0.53807992,12.397014,11.572328,-0.55938637,1.8902178,16.317608,0.073184334,234.26228,0.59338468,13.677142,-2.4461389,-2.6974244,33.497757,77.697189,-0.40820563,3.8756859,244.14044,0.61272365,0.64507174,0.38727635,21.507786,0.085927613,81.401527,115.07654,3.0,-3.2206821,143.17329,15.192742,3.2206821,664.80402,105.82006,81.401527,8371.0,17.920401,1.0,49.992279,0.5,163.08315,6.0,22.709326,18.44269,10.94424,236.0,24.137098,73.0,7.0,4.0,1.0206778,0.25768197,30.0,18.439579,42.4128,18.242588,35.379742,756.45306,20.0,29.0,158.78867,3.0,31.552702,7.0,6.643856,35.0,50.0,12.0,48.0,12.0,6.0,13.0,3.0,2.0,3.0,5.0,13.566921,-7.62
2.165,-6.0866399,31.616989,-0.21605732,0.087654419,0.039999999,0.70891851,2.7135241,0.17097443,-7.2786169,12.481122,-0.52081102,12.397861,11.009379,-0.53585601,1.6674221,17.178202,0.058869828,253.13069,0.57053804,13.114194,-2.4330845,-2.6861107,53.79726,77.697189,-0.39001438,3.8482141,221.41014,0.67651582,0.52001458,0.32348415,20.0704,0.076643661,81.401527,115.07654,2.0,-3.5560873,143.17329,10.781946,3.5560873,690.84198,110.67365,81.401527,8891.0,18.64352,1.0,68.431854,0.5,163.08315,6.0,23.670519,19.181746,11.063437,256.0,25.973963,85.0,7.0,3.0,1.0206326,0.25318992,34.0,36.879158,42.737629,18.967388,36.697578,795.71075,20.0,31.0,158.78867,3.0,44.049957,7.0,6.7279205,37.0,53.0,12.0,50.0,12.0,6.0,13.0,4.0,3.0,2.0,4.0,13.566921,-6.46
2.165,-6.0866399,31.616989,-0.21605732,0.087688595,0.02,0.71134168,2.7192698,0.16588113,-7.2703829,12.480455,-0.51071674,12.397855,11.009379,-0.53523934,1.6751992,17.185051,0.058726236,253.13069,0.57824659,13.114194,-2.4478536,-2.7034693,33.497757,77.697189,-0.38975132,3.8515487,221.41014,0.67651582,0.52816862,0.32348415,20.0704,0.077148043,81.401527,115.07654,2.0,-3.5553546,143.17329,10.781946,3.5553546,690.84198,110.67365,81.401527,8860.0,18.64352,1.0,68.431854,0.5,163.08315,6.0,23.687357,19.181746,11.061907,256.0,25.973963,86.0,7.0,3.0,1.0206332,0.25318992,34.0,36.879158,42.737629,18.971075,36.697578,795.71075,20.0,31.0,158.78867,3.0,44.049957,7.0,6.7279205,37.0,53.0,12.0,50.0,12.0,6.0,13.0,4.0,3.0,2.0,4.0,13.566921,-6.81
2.165,-6.0866399,31.616989,-0.21605732,0.087665185,0.039999999,0.70298451,2.7177858,0.16748607,-7.27597,12.480547,-0.51304233,12.397855,11.009379,-0.53386986,1.6674532,17.178202,0.058957618,253.13069,0.54989934,13.114194,-2.4454134,-2.6996627,53.79726,77.697189,-0.38755578,3.8447411,221.41014,0.67651582,0.48559135,0.32348415,20.0704,0.077244937,81.401527,115.07654,2.0,-3.5557616,143.17329,10.781946,3.5557616,690.84198,110.67365,81.401527,8891.0,18.64352,1.0,68.431854,0.5,163.08315,6.0,23.670519,19.181746,11.064069,256.0,25.973963,85.0,7.0,3.0,1.0206611,0.25318992,34.0,36.879158,42.737629,18.967388,36.697578,795.71075,20.0,31.0,158.78867,3.0,44.049957,7.0,6.7279205,37.0,53.0,12.0,50.0,12.0,6.0,13.0,4.0,3.0,2.0,4.0,13.566921,-7.15
3.388,-7.0936799,31.616989,-0.21416666,0.087150626,0.03846154,0.66006881,2.711031,0.15986992,-8.0926533,12.48506,-0.46031672,12.397886,11.572328,-0.52161741,2.0513721,17.872135,0.057705436,234.26228,0.52187091,13.677142,-2.4671347,-2.7231448,53.79726,77.697189,-0.36385629,3.8400223,221.41014,0.70211393,0.47287655,0.29788604,22.0741,0.077288523,81.401527,115.07654,2.0,-3.5537565,143.17329,15.192742,3.5537565,720.91199,118.1944,81.401527,9775.0,19.77132,1.0,49.992279,0.5,163.08315,6.0,24.402571,20.260351,11.186072,260.0,28.137098,88.0,7.0,3.0,1.0206599,0.24202083,30.0,18.439579,46.382717,20.065578,38.860714,840.76007,20.0,33.0,158.78867,3.0,44.049957,7.0,6.7548876,39.0,54.0,12.0,52.0,12.0,6.0,13.0,3.0,2.0,2.0,4.0,13.566921,-6.03
1.9680001,-6.1926298,31.616989,-0.21605732,0.089746021,0.040816326,0.70615369,2.711853,0.17828852,-6.8771453,12.457888,-0.53807992,12.397637,11.009379,-0.54574722,1.6332526,16.787857,0.061957203,253.13069,0.56032103,13.114194,-2.430629,-2.6817038,53.79726,77.697189,-0.38945487,3.8506594,227.09271,0.65394735,0.51147407,0.34605265,19.897167,0.079093173,81.401527,115.07654,2.0,-3.4726803,143.17329,10.781946,3.4726803,676.815,107.58006,81.401527,8555.0,18.18079,1.0,68.431854,0.5,163.08315,6.0,23.242998,18.727329,11.003574,250.0,24.973963,81.0,7.0,3.0,1.0206612,0.25729144,34.0,36.879158,41.75148,18.510111,35.827335,774.63397,20.0,30.0,158.78867,3.0,40.925644,7.0,6.7004399,36.0,52.0,12.0,49.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,13.566921,-7.47
3.382,-7.42484,31.616989,-0.21605732,0.089745998,0.03846154,0.7008304,2.7120428,0.16949302,-7.798697,12.456367,-0.51417506,12.397633,12.403226,-0.5405674,1.6855333,18.181704,0.06051895,271.99908,0.55630398,14.50804,-2.4469278,-2.7016711,53.79726,77.697189,-0.38915694,3.8586519,227.09271,0.67727059,0.51095474,0.32272938,21.504469,0.079093158,81.401527,115.07654,2.0,-3.472681,143.17329,15.192742,3.472681,718.896,116.86082,81.401527,9857.0,19.558889,1.0,68.431854,0.5,163.08315,6.0,24.636847,20.090487,11.184048,264.0,27.258419,85.0,7.0,3.0,1.0206618,0.24540348,34.0,36.879158,44.711407,19.89221,38.11179,830.21643,20.0,33.0,158.78867,3.0,40.925644,7.0,6.7813597,39.0,55.0,12.0,52.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,13.566921,-7.0
5.2579999,-8.9842596,31.616989,-0.21605732,0.089693435,0.0,0.69823867,2.7133369,0.1604785,-8.9596786,12.469925,-0.49114877,12.397657,14.309545,-0.52219504,1.7730147,20.029993,0.058827173,290.86749,0.55583495,16.404322,-2.4674942,-2.7234766,40.197308,77.697189,-0.38902336,3.8430953,227.09271,0.70388103,0.51089907,0.29611894,23.280592,0.079016812,81.401527,115.07654,2.0,-3.4747162,143.17329,19.603539,3.4747162,775.00397,129.23517,81.401527,11626.0,21.39649,0.81818181,49.992279,0.44999999,167.06511,6.0,26.458214,21.908031,11.409931,284.0,30.41312,93.0,7.0,3.0,1.0206617,0.23130681,34.0,18.439579,48.664177,21.717131,41.266491,904.32629,20.0,37.0,158.78867,3.0,40.925644,7.0,6.8826432,43.0,59.0,12.0,56.0,12.0,6.0,13.0,4.0,3.0,4.0,6.0,13.566921,-6.39
5.053,-9.4422903,60.824585,-0.21605732,0.092404567,0.13793103,0.72058225,2.7123687,0.16880937,-9.3017673,11.545495,-0.51717448,16.828035,15.111003,-0.5347532,1.3256936,20.327156,0.061183397,377.85818,0.58835423,18.416288,-2.4404593,-2.6923032,40.197308,77.697189,-0.39743021,3.868335,277.99899,0.61799943,0.67152441,0.3820006,23.082645,0.081421822,81.401527,162.50203,3.0,-3.3727686,143.17329,17.94949,3.3727686,789.97797,128.38562,81.401527,13011.0,22.09762,0.69999999,49.992279,0.41176471,183.85065,6.0,27.854284,22.544523,11.513602,302.0,30.526005,94.0,6.0,5.0,1.0,0.23050116,44.0,18.439579,47.478458,22.386562,41.345997,925.61615,17.0,39.0,269.36487,3.0,34.677017,6.0,6.9772801,45.0,63.0,21.0,58.0,22.0,7.0,13.0,6.0,5.0,4.0,6.0,0.0,-6.43
1.962,-6.5237899,31.616989,-0.22847043,0.091910779,0.020408163,0.72267193,2.7117097,0.18167551,-6.5759444,12.428604,-0.53807992,12.39738,11.840277,-0.5791406,1.4342732,17.104275,0.072320372,290.86749,0.57928383,13.945091,-2.4278061,-2.6775165,33.497757,77.697189,-0.40546933,3.7728734,232.7753,0.62250358,0.62258309,0.37749639,19.363039,0.081611291,81.401527,115.07654,2.0,-3.3908887,143.17329,10.781946,3.3908887,674.79901,106.24648,81.401527,8418.0,17.968361,1.0,86.871437,0.5,163.08315,6.0,23.494112,18.557465,11.01543,254.0,24.095284,79.0,7.0,3.0,1.0206683,0.26099879,38.0,55.318733,40.190815,18.338238,35.078411,764.09033,18.0,30.0,158.78867,3.0,37.801331,7.0,6.7279205,36.0,53.0,12.0,49.0,12.0,6.0,13.0,5.0,4.0,3.0,5.0,13.566921,-7.89
